,node_1,node_2
196,5,613
197,5,171
198,5,485
199,5,1132
200,5,173
201,5,623
202,5,240
203,5,114
204,5,691
205,5,565
206,5,265
207,5,413
208,5,121
209,5,1146
210,5,671
211,5,60
212,5,394
213,5,1205
214,6,897
215,6,213
216,6,389
217,6,257
218,6,1033
219,6,469
220,6,779
221,6,14
222,6,856
223,6,1170
224,6,916
225,6,46
226,6,921
227,6,409
228,6,1050
229,6,1114
230,6,542
231,6,1062
232,6,129
233,6,686
234,6,1074
235,6,947
236,6,951
237,6,88
238,6,442
239,6,443
240,6,843
241,6,844
242,6,717
243,6,589
244,6,720
245,6,337
246,6,335
247,6,723
248,6,724
249,6,981
250,6,215
251,6,1240
252,6,1113
253,6,986
254,6,731
255,6,216
256,6,592
257,6,994
258,6,699
259,6,357
260,6,1257
261,6,746
262,6,747
263,6,367
264,6,1013
265,6,631
266,6,383
267,7,19
268,7,449
269,7,899
270,7,150
271,7,711
272,7,584
273,7,394
274,7,239
275,7,1038
276,7,783
277,7,1168
278,7,1042
279,7,643
280,7,214
281,7,485
282,7,1243
283,7,413
284,7,799
285,7,992
286,7,417
287,7,930
288,7,803
289,7,613
290,7,295
291,7,487
292,7,105
293,7,615
294,7,748
295,7,109
296,7,223
297,7,623
298,7,304
299,7,157
300,7,147
301,7,53
302,7,182
303,7,1146
304,7,955
305,7,10
306,7,958
307,8,897
308,8,770
309,8,641
310,8,778
311,8,779
312,8,657
313,8,916
314,8,88
315,8,921
316,8,1050
317,8,1179
318,8,668
319,8,1151
320,8,1062
321,8,1066
322,8,135
323,8,257
324,8,686
325,8,513
326,8,1081
327,8,443
328,8,266
329,8,580
330,8,69
331,8,1096
332,8,844
333,8,590
334,8,592
335,8,213
336,8,1110
337,8,1240
338,8,1113
339,8,90
340,8,859
341,8,994
342,8,357
343,8,1255
344,8,600
345,8,746
346,8,876
347,8,624
348,8,1013
349,8,120
350,8,511
351,8,1020
352,8,383
353,9,128
354,9,898
355,9,774
356,9,1034
357,9,651
358,9,258
359,9,913
360,9,917
361,9,924
362,9,925
363,9,158
364,9,474
365,9,1058
366,9,548
367,9,422
368,9,680
369,9,412
370,9,684
371,9,944
372,9,441
373,9,187
374,9,957
375,9,832
376,9,321
377,9,322
378,9,1094
379,9,583
380,9,200
381,9,1228
382,9,1102
383,9,465
384,9,156
385,9,211
386,9,340
387,9,953
388,9,1112
389,9,857
390,9,858
391,9,354
392,9,870
393,9,614
394,9,234
395,9,365
396,9,494
397,9,882
398,9,1011
399,9,756
400,9,297
401,9,1016
402,9,890
403,9,38
404,9,636
405,10,799
406,10,1153
407,10,643
408,10,150
409,10,711
410,10,394
411,10,239
412,10,1038
413,10,783
414,10,1168
415,10,721
416,10,147
417,10,399
418,10,214
419,10,250
420,10,1243
421,10,413
422,10,485
423,10,417
424,10,803
425,10,164
426,10,613
427,10,487
428,10,91
429,10,810
430,10,295
431,10,240
432,10,223
433,10,623
434,10,304
435,10,287
436,10,449
437,10,691
438,10,372
439,10,53
440,10,157
441,10,148
442,10,1146
443,10,955
444,10,109
445,10,958
446,11,1152
447,11,514
448,11,263
449,11,776
450,11,1161
451,11,13
452,11,1039
453,11,912
454,11,1169
455,11,274
456,11,790
457,11,919
458,11,664
459,11,283
460,11,669
461,11,798
462,11,48
463,11,1060
464,11,966
465,11,166
466,11,168
467,11,42
468,11,556
469,11,558
470,11,29
471,11,206
472,11,561
473,11,949
474,11,694
475,11,569
476,11,313
477,11,437
478,11,833
479,11,326
480,11,713
481,11,77
482,11,462
483,11,108
484,11,341
485,11,889
486,11,1241
487,11,1115
488,11,1061
489,11,96
490,11,1122
491,11,995
492,11,102
493,11,1167
494,11,237
495,11,1007
496,11,496
497,11,1266
498,11,1142
499,11,1273
500,11,510
501,12,736
502,12,259
503,12,1126
504,12,1127
505,12,1258
506,12,813
507,12,846
508,12,461
509,12,433
510,12,786
511,12,404
512,12,1237
513,12,86
514,12,375
515,12,826
516,12,319
517,12,604
518,12,862
519,12,767
520,13,1152
521,13,514
522,13,694
523,13,326
524,13,263
525,13,776
526,13,905
527,13,77
528,13,206
529,13,1167
530,13,274
531,13,1241
532,13,1039
533,13,669
534,13,96
535,13,48
536,13,995
537,13,1060
538,13,1061
539,13,166
540,13,168
541,13,29
542,13,108
543,13,1198
544,13,1007
545,13,816
546,13,561
547,13,1266
548,13,949
549,13,1142
550,13,713
551,13,283
552,13,1273
553,13,510
554,14,409
555,14,257
556,14,843
557,14,389
558,14,779
559,14,335
560,14,1240
561,14,1170
562,14,723
563,14,724
564,14,213
565,14,1113
566,14,727
567,14,856
568,14,921
569,14,1114
570,14,216
571,14,122
572,14,46
573,14,928
574,14,994
575,14,931
576,14,357
577,14,1062
578,14,1257
579,14,298
580,14,747
581,14,686
582,14,367
583,14,90
584,14,1074
585,14,947
586,14,244
587,14,951
588,14,631
589,14,88
590,14,1274
591,14,1022
592,15,294
593,15,132
594,15,971
595,15,1101
596,15,847
597,15,1208
598,15,99
599,15,918
600,15,1145
601,15,975
602,15,315
603,15,1083
604,15,612
605,15,997
606,15,742
607,15,1070
608,15,754
609,15,308
610,15,567
611,15,504
612,15,1076
613,15,1147
614,15,764
615,15,765
616,15,62
617,16,193
618,16,1154
619,16,1156
620,16,179
621,16,550
622,16,1026
623,16,291
624,16,1037
625,16,1040
626,16,977
627,16,402
628,16,739
629,16,725
630,16,473
631,16,985
632,16,900
633,16,346
634,16,350
635,16,479
636,16,867
637,16,1253
638,16,806
639,16,305
640,16,296
641,16,937
642,16,17
643,16,363
644,16,492
645,16,253
646,16,945
647,16,270
648,16,1139
649,16,169
650,16,1149
651,16,819
652,16,63
653,17,1154
654,17,464
655,17,1096
656,17,329
657,17,138
658,17,523
659,17,1026
660,17,717
661,17,1040
662,17,337
663,17,402
664,17,534
665,17,473
666,17,985
667,17,731
668,17,220
669,17,285
670,17,350
671,17,1247
672,17,1249
673,17,867
674,17,1253
675,17,806
676,17,305
677,17,488
678,17,169
679,17,1003
680,17,492
681,17,557
682,17,253
683,17,624
684,17,945
685,17,498
686,17,179
687,17,628
688,17,120
689,17,825
690,17,762
691,17,63
692,17,509
693,17,703
694,18,1155
695,18,838
696,18,839
697,18,397
698,18,978
699,18,980
700,18,122
701,18,598
702,18,599
703,18,602
704,18,219
705,18,732
706,18,954
707,18,1251
708,18,1190
709,18,489
710,18,1135
711,18,1201
712,18,435
713,18,244
714,18,821
715,18,349
716,18,697
717,18,1210
718,18,830
719,18,447
720,19,449
721,19,899
722,19,182
723,19,584
724,19,331
725,19,109
726,19,1042
727,19,150
728,19,1242
729,19,79
730,19,157
731,19,165
732,19,992
733,19,930
734,19,613
735,19,615
736,19,105
737,19,487
738,19,748
739,19,173
740,19,413
741,19,822
742,19,57
743,20,1159
744,20,919
745,20,652
746,20,1169
747,20,403
748,20,790
749,20,407
750,20,537
751,20,410
752,20,540
753,20,798
754,20,1055
755,20,1059
756,20,1189
757,20,1063
758,20,42
759,20,48
760,20,1201
761,20,569
762,20,1210
763,20,313
764,20,447
765,20,833
766,20,966
767,20,460
768,20,980
769,20,1109
770,20,889
771,20,984
772,20,602
773,20,1115
774,20,732
775,20,954
776,20,1125
777,20,102
778,20,785
779,20,237
780,20,496
781,20,638
782,20,1142
783,20,153
784,20,1273
785,20,510
786,21,64
787,21,386
788,21,515
789,21,1028
790,21,327
791,21,392
792,21,202
793,21,911
794,21,336
795,21,338
796,21,861
797,21,480
798,21,481
799,21,1211
800,21,935
801,21,362
802,21,1191
803,21,812
804,21,877
805,21,622
806,21,136
807,21,251
808,21,379
809,21,1276
810,21,637
811,21,255
812,22,1027
813,22,97
814,22,119
815,22,241
816,22,808
817,22,975
818,22,1107
819,22,660
820,22,814
821,22,1180
822,22,1121
823,22,99
824,22,1252
825,22,789
826,22,358
827,22,369
828,22,1128
829,22,1002
830,22,1004
831,22,110
832,22,1134
833,22,1085
834,22,1192
835,22,823
836,22,504
837,22,1145
838,22,1147
839,22,554
840,22,853
841,23,1251
842,23,838
843,23,489
844,23,298
845,23,914
846,23,46
847,23,978
848,23,931
849,23,244
850,23,821
851,23,727
852,23,122
853,23,219
854,23,830
855,23,191
856,24,577
857,24,1091
858,24,1158
859,24,393
860,24,586
861,24,974
862,24,195
863,24,468
864,24,1047
865,24,996
866,24,993
867,24,1250
868,24,1124
869,24,103
870,24,1131
871,24,1202
872,24,817
873,24,434
874,24,884
875,24,56
876,24,116
877,24,571
878,24,380
879,24,959
880,25,256
881,25,352
882,25,962
883,25,835
884,25,272
885,25,1031
886,25,713
887,25,906
888,25,143
889,25,1167
890,25,1104
891,25,273
892,25,850
893,25,851
894,25,149
895,25,144
896,25,1176
897,25,729
898,25,539
899,25,1182
900,25,416
901,25,1232
902,25,546
903,25,507
904,25,36
905,25,555
906,25,999
907,25,1130
908,25,1067
909,25,208
910,25,1197
911,25,558
912,25,483
913,25,52
914,25,1246
915,25,967
916,25,759
917,25,1017
918,25,827
919,25,1084
920,25,938
921,25,1150
922,25,455
923,26,773
924,26,321
925,26,1032
926,26,1034
927,26,878
928,26,408
929,26,1178
930,26,412
931,26,154
932,26,158
933,26,1029
934,26,35
935,26,548
936,26,422
937,26,680
938,26,156
939,26,682
940,26,944
941,26,689
942,26,181
943,26,953
944,26,317
945,26,192
946,26,1217
947,26,194
948,26,452
949,26,1094
950,26,76
951,26,1105
952,26,211
953,26,340
954,26,474
955,26,650
956,26,477
957,26,863
958,26,354
959,26,38
960,26,870
961,26,1256
962,26,745
963,26,490
964,26,1260
965,26,493
966,26,494
967,26,495
968,26,880
969,26,232
970,26,371
971,26,117
972,26,1016
973,26,1108
974,26,763
975,26,252
976,27,1155
977,27,1157
978,27,1159
979,27,460
980,27,236
981,27,919
982,27,588
983,27,397
984,27,462
985,27,889
986,27,1059
987,27,980
988,27,1109
989,27,599
990,27,920
991,27,537
992,27,602
993,27,732
994,27,954
995,27,798
996,27,1055
997,27,611
998,27,1190
999,27,556
1000,27,349
1001,27,435
1002,27,459
1003,27,437
1004,27,569
1005,27,1210
1006,27,85
1007,27,447
1008,28,640
1009,28,256
1010,28,962
1011,28,66
1012,28,113
1013,28,139
1014,28,578
1015,28,850
1016,28,1171
1017,28,1000
1018,28,1176
1019,28,606
1020,28,991
1021,28,932
1022,28,807
1023,28,936
1024,28,938
1025,28,616
1026,28,851
1027,28,1268
1028,28,1017
1029,28,507
1030,28,254
1031,29,1152
1032,29,514
1033,29,1142
1034,29,326
1035,29,263
1036,29,776
1037,29,77
1038,29,420
1039,29,845
1040,29,206
1041,29,1039
1042,29,450
1043,29,274
1044,29,1241
1045,29,283
1046,29,669
1047,29,222
1048,29,96
1049,29,496
1050,29,995
1051,29,1060
1052,29,1061
1053,29,166
1054,29,48
1055,29,168
1056,29,233
1057,29,108
1058,29,237
1059,29,1198
1060,29,1007
1061,29,816
1062,29,561
1063,29,1266
1064,29,51
1065,29,948
1066,29,949
1067,29,694
1068,29,1273
1069,29,510
1070,30,630
1071,30,454
1072,30,781
1073,30,526
1074,30,401
1075,30,404
1076,30,86
1077,30,89
1078,30,1117
1079,30,862
1080,30,736
1081,30,1126
1082,30,1258
1083,30,1195
1084,30,813
1085,30,50
1086,30,246
1087,30,183
1088,30,767
1089,30,188
1090,30,702
1091,30,319
1092,31,384
1093,31,193
1094,31,131
1095,31,1156
1096,31,342
1097,31,902
1098,31,841
1099,31,972
1100,31,1037
1101,31,291
1102,31,977
1103,31,659
1104,31,270
1105,31,854
1106,31,836
1107,31,346
1108,31,1118
1109,31,1183
1110,31,739
1111,31,676
1112,31,230
1113,31,550
1114,31,743
1115,31,296
1116,31,937
1117,31,363
1118,31,1196
1119,31,573
1120,31,547
1121,31,946
1122,31,819
1123,31,479
1124,31,895
1125,31,1149
1126,31,831
1127,32,897
1128,32,770
1129,32,900
1130,32,513
1131,32,137
1132,32,778
1133,32,1163
1134,32,657
1135,32,1179
1136,32,668
1137,32,285
1138,32,414
1139,32,421
1140,32,945
1141,32,135
1142,32,174
1143,32,1096
1144,32,1204
1145,32,641
1146,32,1012
1147,32,1212
1148,32,266
1149,32,63
1150,32,580
1151,32,69
1152,32,1224
1153,32,205
1154,32,719
1155,32,952
1156,32,470
1157,32,677
1158,32,1249
1159,32,1253
1160,32,872
1161,32,1262
1162,32,1263
1163,32,624
1164,32,1265
1165,32,755
1166,32,500
1167,32,376
1168,32,1151
1169,32,1020
1170,32,511
1171,33,705
1172,33,452
1173,33,581
1174,33,674
1175,33,207
1176,33,82
1177,33,339
1178,33,1108
1179,33,277
1180,33,666
1181,33,453
1182,33,133
1183,33,112
1184,33,866
1185,33,678
1186,33,423
1187,33,1065
1188,33,490
1189,33,683
1190,33,430
1191,33,1199
1192,33,432
1193,33,562
1194,33,863
1195,33,508
1196,34,131
1197,34,1029
1198,34,1043
1199,34,1175
1200,34,1178
1201,34,1053
1202,34,1183
1203,34,1184
1204,34,674
1205,34,35
1206,34,676
1207,34,423
1208,34,424
1209,34,453
1210,34,427
1211,34,172
1212,34,941
1213,34,1199
1214,34,645
1215,34,562
1216,34,180
1217,34,181
1218,34,311
1219,34,1217
1220,34,194
1221,34,452
1222,34,197
1223,34,204
1224,34,866
1225,34,1105
1226,34,118
1227,34,339
1228,34,1108
1229,34,477
1230,34,863
1231,34,610
1232,34,743
1233,34,1260
1234,34,493
1235,34,495
1236,34,1140
1237,34,886
1238,34,377
1239,34,763
1240,34,766
1241,35,1029
1242,35,321
1243,35,1034
1244,35,878
1245,35,408
1246,35,1178
1247,35,412
1248,35,154
1249,35,158
1250,35,674
1251,35,548
1252,35,422
1253,35,423
1254,35,680
1255,35,156
1256,35,682
1257,35,172
1258,35,941
1259,35,1199
1260,35,944
1261,35,689
1262,35,181
1263,35,953
1264,35,317
1265,35,192
1266,35,1217
1267,35,194
1268,35,452
1269,35,1094
1270,35,76
1271,35,1105
1272,35,211
1273,35,340
1274,35,474
1275,35,650
1276,35,477
1277,35,863
1278,35,38
1279,35,870
1280,35,1256
1281,35,745
1282,35,490
1283,35,1260
1284,35,493
1285,35,494
1286,35,495
1287,35,880
1288,35,232
1289,35,371
1290,35,117
1291,35,118
1292,35,1016
1293,35,1108
1294,35,763
1295,35,252
1296,36,256
1297,36,962
1298,36,967
1299,36,713
1300,36,906
1301,36,143
1302,36,1167
1303,36,272
1304,36,850
1305,36,851
1306,36,149
1307,36,1176
1308,36,729
1309,36,201
1310,36,539
1311,36,263
1312,36,144
1313,36,546
1314,36,483
1315,36,999
1316,36,936
1317,36,938
1318,36,555
1319,36,905
1320,36,1017
1321,36,507
1322,36,1084
1323,37,448
1324,37,961
1325,37,1092
1326,37,709
1327,37,1160
1328,37,457
1329,37,1271
1330,37,1036
1331,37,909
1332,37,333
1333,37,81
1334,37,594
1335,37,355
1336,37,1236
1337,37,1045
1338,37,726
1339,37,601
1340,37,988
1341,37,733
1342,37,478
1343,37,325
1344,37,1186
1345,37,419
1346,37,679
1347,37,210
1348,37,106
1349,37,620
1350,37,1005
1351,37,189
1352,37,40
1353,37,883
1354,37,564
1355,37,1206
1356,37,1143
1357,37,633
1358,37,378
1359,37,635
1360,37,445
1361,37,126
1362,37,575
1363,38,258
1364,38,901
1365,38,647
1366,38,1032
1367,38,1034
1368,38,898
1369,38,271
1370,38,878
1371,38,154
1372,38,412
1373,38,158
1374,38,773
1375,38,636
1376,38,548
1377,38,422
1378,38,680
1379,38,892
1380,38,682
1381,38,477
1382,38,944
1383,38,520
1384,38,181
1385,38,953
1386,38,187
1387,38,650
1388,38,321
1389,38,194
1390,38,1094
1391,38,583
1392,38,200
1393,38,203
1394,38,76
1395,38,465
1396,38,156
1397,38,211
1398,38,340
1399,38,1112
1400,38,474
1401,38,493
1402,38,605
1403,38,354
1404,38,870
1405,38,1256
1406,38,745
1407,38,1260
1408,38,365
1409,38,494
1410,38,957
1411,38,880
1412,38,232
1413,38,371
1414,38,1016
1415,38,890
1416,38,252
1417,39,896
1418,39,129
1419,39,1030
1420,39,1033
1421,39,523
1422,39,654
1423,39,655
1424,39,534
1425,39,1049
1426,39,542
1427,39,929
1428,39,249
1429,39,553
1430,39,939
1431,39,557
1432,39,687
1433,39,1207
1434,39,440
1435,39,825
1436,39,442
1437,39,699
1438,39,1213
1439,39,215
1440,39,703
1441,39,582
1442,39,337
1443,39,329
1444,39,970
1445,39,843
1446,39,717
1447,39,589
1448,39,720
1449,39,593
1450,39,595
1451,39,469
1452,39,471
1453,39,728
1454,39,100
1455,39,986
1456,39,731
1457,39,1245
1458,39,199
1459,39,1247
1460,39,609
1461,39,484
1462,39,871
1463,39,1003
1464,39,1264
1465,39,467
1466,39,464
1467,39,761
1468,39,762
1469,39,509
1470,39,382
1471,40,448
1472,40,961
1473,40,282
1474,40,1092
1475,40,709
1476,40,968
1477,40,457
1478,40,1271
1479,40,1036
1480,40,909
1481,40,333
1482,40,81
1483,40,594
1484,40,355
1485,40,1236
1486,40,726
1487,40,601
1488,40,730
1489,40,988
1490,40,733
1491,40,478
1492,40,325
1493,40,1186
1494,40,419
1495,40,679
1496,40,106
1497,40,620
1498,40,1005
1499,40,189
1500,40,1160
1501,40,818
1502,40,883
1503,40,501
1504,40,1206
1505,40,1143
1506,40,633
1507,40,378
1508,40,445
1509,40,126
1510,40,575
1511,41,768
1512,41,704
1513,41,579
1514,41,324
1515,41,1093
1516,41,775
1517,41,908
1518,41,716
1519,41,976
1520,41,963
1521,41,1172
1522,41,661
1523,41,196
1524,41,476
1525,41,797
1526,41,94
1527,41,1119
1528,41,353
1529,41,1019
1530,41,1009
1531,41,1001
1532,41,1194
1533,41,300
1534,41,301
1535,41,750
1536,41,111
1537,41,881
1538,41,425
1539,41,84
1540,41,1275
1541,41,170
1542,41,524
1543,42,1159
1544,42,919
1545,42,652
1546,42,1039
1547,42,912
1548,42,1169
1549,42,274
1550,42,403
1551,42,790
1552,42,407
1553,42,664
1554,42,537
1555,42,410
1556,42,540
1557,42,798
1558,42,1055
1559,42,1059
1560,42,1060
1561,42,1189
1562,42,1063
1563,42,556
1564,42,48
1565,42,437
1566,42,694
1567,42,569
1568,42,1210
1569,42,313
1570,42,949
1571,42,833
1572,42,326
1573,42,966
1574,42,460
1575,42,77
1576,42,462
1577,42,1109
1578,42,889
1579,42,602
1580,42,1115
1581,42,1061
1582,42,96
1583,42,995
1584,42,1125
1585,42,102
1586,42,785
1587,42,237
1588,42,496
1589,42,638
1590,42,1142
1591,42,153
1592,42,1273
1593,42,447
1594,42,510
1595,43,642
1596,43,1155
1597,43,644
1598,43,1157
1599,43,519
1600,43,1033
1601,43,74
1602,43,843
1603,43,334
1604,43,335
1605,43,1080
1606,43,1170
1607,43,387
1608,43,724
1609,43,122
1610,43,216
1611,43,986
1612,43,367
1613,43,1114
1614,43,928
1615,43,104
1616,43,617
1617,43,747
1618,43,1261
1619,43,1135
1620,43,1035
1621,43,435
1622,43,382
1623,43,951
1624,43,824
1625,43,1274
1626,43,124
1627,43,1022
1628,44,1220
1629,44,566
1630,44,673
1631,44,712
1632,44,1097
1633,44,784
1634,44,1041
1635,44,1106
1636,44,343
1637,44,883
1638,44,261
1639,44,737
1640,44,419
1641,44,869
1642,44,934
1643,44,107
1644,44,302
1645,44,1021
1646,44,1075
1647,44,501
1648,44,438
1649,44,439
1650,44,700
1651,44,701
1652,44,585
1653,45,1088
1654,45,896
1655,45,1090
1656,45,619
1657,45,516
1658,45,950
1659,45,582
1660,45,373
1661,45,968
1662,45,649
1663,45,100
1664,45,1100
1665,45,141
1666,45,621
1667,45,466
1668,45,595
1669,45,725
1670,45,1239
1671,45,299
1672,45,130
1673,45,185
1674,45,198
1675,45,801
1676,45,1187
1677,45,484
1678,45,518
1679,45,1254
1680,45,1129
1681,45,875
1682,45,1133
1683,45,751
1684,45,1137
1685,45,498
1686,45,1269
1687,45,758
1688,45,73
1689,45,1209
1690,45,163
1691,45,894
1692,45,1173
1693,46,257
1694,46,389
1695,46,590
1696,46,921
1697,46,88
1698,46,1170
1699,46,723
1700,46,90
1701,46,213
1702,46,727
1703,46,1240
1704,46,1113
1705,46,1114
1706,46,859
1707,46,1050
1708,46,994
1709,46,931
1710,46,357
1711,46,1062
1712,46,298
1713,46,747
1714,46,914
1715,46,686
1716,46,367
1717,46,1074
1718,46,244
1719,46,631
1720,46,191
1721,47,993
1722,47,195
1723,47,1158
1724,47,1131
1725,47,974
1726,47,1202
1727,47,884
1728,47,662
1729,47,1047
1730,47,56
1731,47,468
1732,47,155
1733,47,380
1734,47,959
1735,48,1159
1736,48,919
1737,48,652
1738,48,1039
1739,48,912
1740,48,1169
1741,48,274
1742,48,403
1743,48,790
1744,48,407
1745,48,664
1746,48,537
1747,48,283
1748,48,540
1749,48,669
1750,48,798
1751,48,1055
1752,48,1059
1753,48,420
1754,48,1189
1755,48,166
1756,48,1063
1757,48,168
1758,48,556
1759,48,206
1760,48,437
1761,48,694
1762,48,569
1763,48,313
1764,48,949
1765,48,833
1766,48,326
1767,48,966
1768,48,460
1769,48,77
1770,48,462
1771,48,1109
1772,48,1273
1773,48,1060
1774,48,1115
1775,48,1061
1776,48,96
1777,48,1122
1778,48,995
1779,48,1125
1780,48,102
1781,48,785
1782,48,237
1783,48,496
1784,48,1266
1785,48,638
1786,48,1142
1787,48,153
1788,48,889
1789,48,510
1790,48,341
1791,49,1216
1792,49,67
1793,49,965
1794,49,840
1795,49,1036
1796,49,909
1797,49,973
1798,49,210
1799,49,1044
1800,49,1045
1801,49,1238
1802,49,281
1803,49,472
1804,49,868
1805,49,667
1806,49,348
1807,49,351
1808,49,864
1809,49,987
1810,49,1188
1811,49,325
1812,49,238
1813,49,559
1814,49,368
1815,49,59
1816,49,693
1817,49,632
1818,49,635
1819,49,1148
1820,49,446
1821,49,127
1822,50,246
1823,50,450
1824,50,454
1825,50,1126
1826,50,233
1827,50,89
1828,50,781
1829,50,526
1830,50,845
1831,50,816
1832,50,401
1833,50,948
1834,50,630
1835,50,183
1836,50,404
1837,50,813
1838,50,188
1839,50,702
1840,51,1152
1841,51,514
1842,51,134
1843,51,776
1844,51,496
1845,51,420
1846,51,652
1847,51,845
1848,51,782
1849,51,1039
1850,51,450
1851,51,785
1852,51,403
1853,51,212
1854,51,526
1855,51,89
1856,51,1241
1857,51,525
1858,51,669
1859,51,222
1860,51,805
1861,51,96
1862,51,1200
1863,51,1060
1864,51,1189
1865,51,166
1866,51,401
1867,51,1117
1868,51,108
1869,51,242
1870,51,1007
1871,51,816
1872,51,206
1873,51,1010
1874,51,948
1875,51,510
1876,51,233
1877,51,183
1878,51,638
1879,52,352
1880,52,835
1881,52,1223
1882,52,906
1883,52,1079
1884,52,1166
1885,52,143
1886,52,1104
1887,52,273
1888,52,144
1889,52,149
1890,52,455
1891,52,729
1892,52,1182
1893,52,416
1894,52,1232
1895,52,546
1896,52,483
1897,52,934
1898,52,999
1899,52,1130
1900,52,1067
1901,52,208
1902,52,1197
1903,52,753
1904,52,178
1905,52,1246
1906,52,967
1907,52,759
1908,52,1031
1909,52,827
1910,52,555
1911,52,1150
1912,52,629
1913,53,643
1914,53,388
1915,53,711
1916,53,1168
1917,53,1038
1918,53,783
1919,53,80
1920,53,721
1921,53,1042
1922,53,142
1923,53,214
1924,53,1243
1925,53,92
1926,53,157
1927,53,223
1928,53,417
1929,53,487
1930,53,109
1931,53,239
1932,53,955
1933,53,958
1934,54,960
1935,54,961
1936,54,67
1937,54,965
1938,54,646
1939,54,292
1940,54,968
1941,54,503
1942,54,1036
1943,54,973
1944,54,463
1945,54,594
1946,54,597
1947,54,726
1948,54,281
1949,54,665
1950,54,348
1951,54,733
1952,54,709
1953,54,608
1954,54,868
1955,54,325
1956,54,679
1957,54,351
1958,54,428
1959,54,210
1960,54,751
1961,54,1072
1962,54,818
1963,54,693
1964,54,1143
1965,54,632
1966,54,633
1967,54,635
1968,54,288
1969,54,894
1970,54,1269
1971,55,128
1972,55,775
1973,55,300
1974,55,1162
1975,55,908
1976,55,451
1977,55,1172
1978,55,661
1979,55,278
1980,55,535
1981,55,792
1982,55,284
1983,55,925
1984,55,551
1985,55,860
1986,55,1194
1987,55,811
1988,55,1068
1989,55,301
1990,55,797
1991,55,568
1992,55,316
1993,55,322
1994,55,579
1995,55,196
1996,55,1093
1997,55,1222
1998,55,524
1999,55,716
2000,55,881
2001,55,855
2002,55,857
2003,55,858
2004,55,476
2005,55,94
2006,55,1119
2007,55,353
2008,55,1123
2009,55,1001
2010,55,491
2011,55,111
2012,55,1009
2013,55,625
2014,55,882
2015,55,1011
2016,55,1244
2017,55,1141
2018,55,297
2019,55,532
2020,55,1275
2021,55,170
2022,56,993
2023,56,195
2024,56,996
2025,56,1158
2026,56,586
2027,56,1131
2028,56,434
2029,56,1202
2030,56,884
2031,56,662
2032,56,1047
2033,56,468
2034,56,155
2035,56,380
2036,57,704
2037,57,449
2038,57,963
2039,57,324
2040,57,584
2041,57,1098
2042,57,331
2043,57,79
2044,57,976
2045,57,899
2046,57,84
2047,57,663
2048,57,1242
2049,57,165
2050,57,930
2051,57,227
2052,57,613
2053,57,615
2054,57,425
2055,57,1194
2056,57,748
2057,57,173
2058,57,750
2059,57,114
2060,57,565
2061,57,822
2062,58,225
2063,58,75
2064,58,708
2065,58,229
2066,58,1023
2067,58,307
2068,58,95
2069,58,359
2070,58,780
2071,58,306
