,node_1,node_2
380,8,3152
381,8,593
382,8,3474
383,8,3412
384,8,2649
385,8,3864
386,8,3127
387,8,2586
388,8,2715
389,8,3868
390,8,1696
391,8,2721
392,8,1947
393,8,423
394,8,3302
395,8,3367
396,8,3752
397,8,4071
398,8,2351
399,8,3441
400,8,2073
401,8,2485
402,8,54
403,8,2359
404,8,3284
405,8,703
406,8,2300
407,8,1087
408,9,1026
409,9,2435
410,9,1542
411,9,3981
412,9,619
413,9,1041
414,9,3603
415,9,791
416,9,2713
417,9,2843
418,9,1693
419,9,3358
420,9,672
421,9,417
422,9,2210
423,9,1691
424,9,2469
425,9,1959
426,9,3240
427,9,2604
428,9,3613
429,9,4016
430,9,2868
431,9,1448
432,9,2487
433,9,820
434,9,2747
435,9,3953
436,9,2370
437,9,2376
438,9,3407
439,9,450
440,9,1361
441,9,774
442,9,2260
443,9,1879
444,9,1624
445,9,2735
446,9,1886
447,9,2784
448,9,3427
449,9,131
450,9,357
451,9,872
452,9,2921
453,9,490
454,9,3111
455,9,3051
456,9,2075
457,9,1137
458,9,2331
459,9,1401
460,9,379
461,9,508
462,9,443
463,9,1022
464,9,3839
465,10,2561
466,10,1924
467,10,3335
468,10,2570
469,10,651
470,10,3982
471,10,280
472,10,274
473,10,533
474,10,1431
475,10,2712
476,10,153
477,10,2461
478,10,1567
479,10,2852
480,10,3271
481,10,304
482,10,3377
483,10,3124
484,10,950
485,10,55
486,10,2591
487,10,2755
488,10,1479
489,10,4040
490,10,2764
491,10,2381
492,10,3790
493,10,594
494,10,3539
495,10,1492
496,10,2126
497,10,3545
498,10,478
499,10,3551
500,10,3683
501,10,2916
502,10,3046
503,10,2665
504,10,1643
505,10,3310
506,10,881
507,10,1267
508,10,1163
509,10,4088
510,10,3452
511,10,1660
512,10,767
513,11,2945
514,11,1539
515,11,70
516,11,1729
517,11,1801
518,11,3787
519,11,3343
520,11,2449
521,11,83
522,11,2388
523,11,1881
524,11,611
525,11,2470
526,11,358
527,11,3496
528,11,1066
529,11,107
530,11,1197
531,11,385
532,11,1523
533,11,244
534,11,1013
535,11,1719
536,11,120
537,11,139
538,11,2623
539,11,247
540,12,135
541,12,4107
542,12,1297
543,12,2450
544,12,1172
545,12,2967
546,12,3741
547,12,2846
548,12,160
549,12,4006
550,12,935
551,12,3114
552,12,3627
553,12,3735
554,12,3799
555,12,2993
556,12,1331
557,12,3636
558,12,2974
559,12,1212
560,12,1971
561,12,693
562,12,2880
563,12,2497
564,12,2571
565,12,1223
566,12,4043
567,12,4045
568,12,2767
569,12,3410
570,12,3027
571,12,855
572,12,2509
573,12,1371
574,12,2637
575,12,3169
576,12,1122
577,12,4068
578,12,90
579,12,4028
580,12,2026
581,12,807
582,12,3821
583,12,381
584,12,241
585,12,1010
586,12,758
587,12,1385
588,12,1916
589,12,2538
590,13,1024
591,13,1410
592,13,2949
593,13,2311
594,13,3336
595,13,2700
596,13,3651
597,13,1045
598,13,1433
599,13,1307
600,13,1948
601,13,3997
602,13,1011
603,13,1312
604,13,1059
605,13,38
606,13,42
607,13,427
608,13,2163
609,13,4020
610,13,2104
611,13,1466
612,13,2108
613,13,2237
614,13,2238
615,13,2451
616,13,3139
617,13,1348
618,13,2247
619,13,1096
620,13,1994
621,13,592
622,13,1105
623,13,3026
624,13,213
625,13,2263
626,13,2396
627,13,2910
628,13,2912
629,13,2401
630,13,234
631,13,2541
632,13,659
633,13,3700
634,13,2679
635,14,1537
636,14,2134
637,14,3068
638,14,2571
639,14,3342
640,14,2959
641,14,3475
642,14,381
643,14,277
644,14,406
645,14,3735
646,14,2974
647,14,160
648,14,3746
649,14,1955
650,14,2340
651,14,805
652,14,4006
653,14,3114
654,14,1200
655,14,2993
656,14,1971
657,14,960
658,14,3383
659,14,58
660,14,3901
661,14,693
662,14,2880
663,14,3905
664,14,1475
665,14,2355
666,14,3535
667,14,4107
668,14,3410
669,14,1622
670,14,1623
671,14,2779
672,14,655
673,14,3169
674,14,4068
675,14,743
676,14,1385
677,14,2538
678,14,3821
679,14,3709
680,14,241
681,14,1781
682,14,2423
683,14,3711
684,14,1532
685,14,2026
686,14,2047
687,15,2432
688,15,3841
689,15,897
690,15,369
691,15,2706
692,15,1043
693,15,2798
694,15,667
695,15,768
696,15,2885
697,15,2849
698,15,1316
699,15,2213
700,15,2471
701,15,2603
702,15,2733
703,15,687
704,15,1842
705,15,2228
706,15,3257
707,15,1093
708,15,64
709,15,3566
710,15,834
711,15,164
712,15,68
713,15,3653
714,15,326
715,15,3274
716,15,2639
717,15,3033
718,15,2522
719,15,732
720,15,3679
721,15,1634
722,15,1763
723,15,2277
724,15,3942
725,15,3816
726,15,2599
727,15,3819
728,15,1005
729,15,878
730,15,3567
731,15,2929
732,15,883
733,15,3444
734,15,1129
735,15,3064
736,15,2553
737,15,1790
738,16,3584
739,16,3073
740,16,3077
741,16,2177
742,16,395
743,16,1804
744,16,2061
745,16,1554
746,16,539
747,16,797
748,16,1277
749,16,2467
750,16,552
751,16,1233
752,16,1834
753,16,3229
754,16,3889
755,16,2610
756,16,2366
757,16,190
758,16,3281
759,16,2787
760,16,3924
761,16,3669
762,16,343
763,16,474
764,16,220
765,16,97
766,16,610
767,16,1891
768,16,1765
769,16,721
770,16,2920
771,16,3049
772,16,746
773,16,367
774,16,1648
775,16,4081
776,16,1524
777,16,3573
778,16,1641
779,16,2298
780,16,3579
781,16,3306
782,16,3029
783,17,2049
784,17,3779
785,17,2948
786,17,724
787,17,1114
788,17,3009
789,17,3215
790,17,2641
791,17,3732
792,17,3972
793,17,3674
794,17,2139
795,17,1309
796,17,1310
797,17,1189
798,17,2656
799,17,3489
800,17,2850
801,17,36
802,17,1701
803,17,39
804,17,3304
805,17,1735
806,17,3565
807,17,3247
808,17,2088
809,17,1394
810,17,1140
811,17,852
812,17,1789
813,17,1150
814,17,1599
815,18,2304
816,18,3842
817,18,2051
818,18,3205
819,18,3463
820,18,3465
821,18,3980
822,18,1423
823,18,785
824,18,3691
825,18,2964
826,18,3610
827,18,1263
828,18,1946
829,18,3744
830,18,2722
831,18,607
832,18,3236
833,18,3879
834,18,2345
835,18,3882
836,18,2092
837,18,3897
838,18,1075
839,18,3129
840,18,1306
841,18,955
842,18,572
843,18,701
844,18,3903
845,18,2241
846,18,3524
847,18,1990
848,18,2505
849,18,1741
850,18,551
851,18,723
852,18,468
853,18,85
854,18,2391
855,18,3288
856,18,2137
857,18,2138
858,18,3163
859,18,2908
860,18,1516
861,18,990
862,18,2527
863,18,2529
864,18,868
865,18,2149
866,18,1397
867,18,298
868,18,3177
869,18,2027
870,18,3948
871,18,2286
872,18,2671
873,18,3184
874,18,3955
875,18,3829
876,18,3831
877,18,506
878,18,3195
879,18,1533
880,19,3904
881,19,3497
882,19,3907
883,19,1989
884,19,2502
885,19,2291
886,19,2568
887,19,375
888,19,524
889,19,2786
890,19,2382
891,19,3960
892,19,403
893,19,264
894,19,185
895,19,1945
896,19,3291
897,19,3933
898,19,1950
899,19,2015
900,19,2080
901,19,4001
902,19,4002
903,19,3483
904,19,811
905,19,613
906,19,3625
907,19,1799
908,19,1003
909,19,671
910,19,2043
911,19,2609
912,19,306
913,19,4083
914,19,903
915,19,3574
916,19,3305
917,19,3512
918,19,308
919,19,3387
920,19,3836
921,19,2557
922,19,819
923,20,642
924,20,2819
925,20,2564
926,20,962
927,20,398
928,20,1295
929,20,2205
930,20,3102
931,20,808
932,20,938
933,20,171
934,20,3628
935,20,3245
936,20,48
937,20,1458
938,20,3251
939,20,30
940,20,2874
941,20,3899
942,20,3133
943,20,3040
944,20,2754
945,20,3179
946,20,1732
947,20,2890
948,20,2939
949,20,717
950,20,2856
951,20,3455
952,20,2574
953,20,215
954,20,1120
955,20,1403
956,20,2789
957,20,2791
958,20,873
959,20,2923
960,20,366
961,20,2941
962,20,3112
963,20,3059
964,20,1654
965,20,2793
966,20,2171
967,20,3580
968,20,2685
969,20,3454
970,20,1365
971,21,2305
972,21,2308
973,21,3848
974,21,2826
975,21,3727
976,21,2192
977,21,3857
978,21,1299
979,21,2455
980,21,1796
981,21,3999
982,21,1569
983,21,930
984,21,1499
985,21,3241
986,21,1579
987,21,2861
988,21,174
989,21,2992
990,21,200
991,21,2227
992,21,1594
993,21,2186
994,21,3144
995,21,546
996,21,78
997,21,3024
998,21,2611
999,21,1236
1000,21,3162
1001,21,2319
1002,21,1756
1003,21,3934
1004,21,2530
1005,21,742
1006,21,2919
1007,21,362
1008,21,1127
1009,21,2288
1010,21,2161
1011,21,3187
1012,21,501
1013,21,2936
1014,21,1404
1015,22,1280
1016,22,1153
1017,22,4099
1018,22,3592
1019,22,781
1020,22,1678
1021,22,528
1022,22,3864
1023,22,3483
1024,22,542
1025,22,1696
1026,22,2721
1027,22,177
1028,22,3752
1029,22,1453
1030,22,1710
1031,22,2568
1032,22,54
1033,22,183
1034,22,1746
1035,22,1339
1036,22,2621
1037,22,3268
1038,22,2630
1039,22,3916
1040,22,1744
1041,22,3666
1042,22,1875
1043,22,3284
1044,22,3286
1045,22,3416
1046,22,1369
1047,22,2911
1048,22,3302
1049,22,1126
1050,22,4092
1051,22,874
1052,22,363
1053,22,1261
1054,22,2928
1055,22,2600
1056,22,3314
1057,22,4083
1058,22,2932
1059,22,4087
1060,22,1529
1061,22,1147
1062,22,2300
1063,22,3965
1064,23,3587
1065,23,574
1066,23,776
1067,23,1737
1068,23,1931
1069,23,2317
1070,23,2062
1071,23,525
1072,23,2307
1073,23,2580
1074,23,917
1075,23,3672
1076,23,921
1077,23,538
1078,23,1179
1079,23,2013
1080,23,1951
1081,23,3360
1082,23,187
1083,23,3639
1084,23,93
1085,23,2335
1086,23,1585
1087,23,2515
1088,23,2548
1089,23,2421
1090,23,2870
1091,23,1929
1092,23,505
1093,23,3259
1094,23,1939
1095,23,4051
1096,23,597
1097,24,481
1098,24,4033
1099,24,2818
1100,24,2635
1101,24,716
1102,24,3830
1103,24,3974
1104,24,1921
1105,24,520
1106,24,1835
1107,24,3915
1108,24,3020
1109,24,1282
1110,24,2254
1111,24,784
1112,24,978
1113,24,2883
1114,24,916
1115,24,1047
1116,24,2905
1117,24,2652
1118,24,1182
1119,24,197
1120,24,2608
1121,24,1386
1122,24,3435
1123,24,3692
1124,24,939
1125,24,3120
1126,24,3569
1127,24,1778
1128,24,822
1129,24,364
1130,24,2358
1131,24,914
1132,24,2872
1133,24,1017
1134,24,1084
1135,24,2365
1136,24,3774
1137,25,409
1138,25,65
1139,25,3011
1140,25,1028
1141,25,965
1142,25,968
1143,25,138
1144,25,1486
1145,25,3376
1146,25,145
1147,25,1234
1148,25,211
1149,25,86
1150,25,3863
1151,25,1689
1152,25,284
1153,25,1502
1154,25,1504
1155,25,2977
1156,25,251
1157,25,293
1158,25,2664
1159,25,3690
1160,25,3308
1161,25,1198
1162,25,2096
1163,25,1128
1164,25,435
1165,25,2622
1166,25,2166
1167,25,2875
1168,25,828
1169,25,3498
1170,25,2686
1171,26,1920
1172,26,514
1173,26,1929
1174,26,3851
1175,26,3852
1176,26,2062
1177,26,1939
1178,26,2837
1179,26,1046
1180,26,152
1181,26,2973
1182,26,3614
1183,26,1951
1184,26,2208
1185,26,675
1186,26,932
1187,26,2729
1188,26,436
1189,26,1709
1190,26,2909
1191,26,305
1192,26,1588
1193,26,2870
1194,26,777
1195,26,2548
1196,26,1439
1197,26,319
1198,26,1987
1199,26,2503
1200,26,844
1201,26,460
1202,26,3794
1203,26,2515
1204,26,1109
1205,26,2489
1206,26,3032
1207,26,2781
1208,26,3808
1209,26,187
1210,26,2663
1211,26,3747
1212,26,2542
1213,26,3824
1214,26,3283
1215,26,1780
1216,26,505
1217,26,3837
1218,26,3582
1219,27,896
1220,27,1795
1221,27,2052
1222,27,778
1223,27,2572
1224,27,1169
1225,27,274
1226,27,2323
1227,27,1431
1228,27,2835
1229,27,1924
1230,27,3866
1231,27,1434
1232,27,2591
1233,27,3621
1234,27,1500
1235,27,1969
1236,27,1460
1237,27,1205
1238,27,1846
1239,27,1079
1240,27,3001
1241,27,575
1242,27,3652
1243,27,71
1244,27,73
1245,27,2807
1246,27,1997
1247,27,2126
1248,27,1485
1249,27,209
1250,27,1496
1251,27,3161
1252,27,2780
1253,27,1757
1254,27,2145
1255,27,1171
1256,27,871
1257,27,1643
1258,27,1644
1259,27,2160
1260,27,3057
1261,27,1267
1262,27,1783
1263,27,2367
1264,27,3326
1265,28,1024
1266,28,1793
1267,28,3716
1268,28,1541
1269,28,385
1270,28,3336
1271,28,3991
1272,28,3598
1273,28,3984
1274,28,2451
1275,28,1814
1276,28,1815
1277,28,2970
1278,28,2332
1279,28,1952
1280,28,2338
1281,28,2341
1282,28,422
1283,28,3883
1284,28,44
1285,28,815
1286,28,1074
1287,28,179
1288,28,1719
1289,28,1464
1290,28,2625
1291,28,139
1292,28,3365
1293,28,2758
1294,28,199
1295,28,1096
1296,28,1354
1297,28,3682
1298,28,1614
1299,28,2104
1300,28,2264
1301,28,2269
1302,28,3295
1303,28,2913
1304,28,2658
1305,28,2148
1306,28,358
1307,28,1896
1308,28,234
1309,28,1260
1310,28,3568
1311,28,2673
1312,28,1523
1313,28,3700
1314,28,1013
1315,28,247
1316,28,2683
1317,29,1152
1318,29,1673
1319,29,3722
1320,29,1419
1321,29,2829
1322,29,3343
1323,29,3346
1324,29,2583
1325,29,2507
1326,29,3615
1327,29,420
1328,29,2085
1329,29,168
1330,29,1066
1331,29,2732
1332,29,1197
1333,29,1582
1334,29,1457
1335,29,2738
1336,29,3891
1337,29,3742
1338,29,3126
1339,29,457
1340,29,1337
1341,29,1083
1342,29,2492
1343,29,821
1344,29,3008
1345,29,1729
1346,29,1730
1347,29,835
1348,29,3912
1349,29,3913
1350,29,2891
1351,29,2636
1352,29,3021
1353,29,1998
1354,29,1613
1355,29,3148
1356,29,2388
1357,29,3158
1358,29,3927
1359,29,2520
1360,29,2907
1361,29,377
1362,29,1511
1363,29,697
1364,29,239
1365,29,120
1366,29,3705
1367,29,1915
1368,29,765
1369,30,3075
1370,30,2941
1371,30,1035
1372,30,2574
1373,30,1295
1374,30,2819
1375,30,366
1376,30,1305
1377,30,2205
1378,30,3102
1379,30,1440
1380,30,3112
1381,30,1962
1382,30,171
1383,30,3628
1384,30,3245
1385,30,1458
1386,30,3827
1387,30,2362
1388,30,3899
1389,30,3133
1390,30,3040
1391,30,962
1392,30,3179
1393,30,2244
1394,30,1863
1395,30,717
1396,30,808
1397,30,2680
1398,30,1365
1399,30,3802
1400,30,719
1401,30,2874
1402,30,1120
1403,30,3809
1404,30,2171
1405,30,2793
1406,30,2923
1407,30,4078
1408,30,2685
1409,30,2856
1410,30,3059
1411,30,873
1412,30,1144
1413,30,1146
1414,30,1403
1415,30,3580
1416,30,3581
1417,30,3454
1418,30,3455
1419,31,1794
1420,31,1283
1421,31,3588
1422,31,2877
1423,31,263
1424,31,2952
1425,31,2442
1426,31,3597
1427,31,1085
1428,31,402
1429,31,532
1430,31,2710
1431,31,1303
1432,31,3823
1433,31,1180
1434,31,2207
1435,31,3490
1436,31,3547
1437,31,4013
1438,31,4059
1439,31,1329
1440,31,1715
1441,31,3253
1442,31,2230
1443,31,1082
1444,31,315
1445,31,1802
1446,31,757
1447,31,1985
1448,31,964
1449,31,2246
1450,31,4039
1451,31,1740
1452,31,1226
1453,31,2251
1454,31,1612
1455,31,3533
1456,31,1871
1457,31,1617
1458,31,3875
1459,31,1108
1460,31,2009
1461,31,3035
1462,31,612
1463,31,2411
1464,31,2028
1465,31,2543
1466,31,3697
1467,31,1138
1468,31,3341
1469,31,1909
1470,31,119
1471,31,1148
1472,31,638
1473,31,1535
1474,32,2496
1475,32,2187
1476,32,2180
1477,32,2309
1478,32,518
1479,32,3527
1480,32,648
1481,32,2313
1482,32,3531
1483,32,588
1484,32,390
1485,32,3470
1486,32,2726
1487,32,657
1488,32,2179
1489,32,2836
1490,32,1910
1491,32,1494
1492,32,3608
1493,32,2268
1494,32,1887
1495,32,3041
1496,32,3810
1497,32,1251
1498,32,3686
1499,32,3430
1500,32,259
1501,32,2044
1502,32,3626
1503,32,2695
1504,32,47
1505,32,2864
1506,32,328
1507,32,372
1508,32,3766
1509,32,3320
1510,32,1914
1511,32,1631
1512,32,3388
1513,32,3134
1514,32,3967
1515,33,515
1516,33,644
1517,33,2437
1518,33,1798
1519,33,1927
1520,33,4105
1521,33,2314
1522,33,3979
1523,33,3859
1524,33,2708
1525,33,3478
1526,33,3351
1527,33,1690
1528,33,3611
1529,33,602
1530,33,133
1531,33,1827
1532,33,2981
1533,33,3878
1534,33,4029
1535,33,3754
1536,33,4082
1537,33,1326
1538,33,3759
1539,33,4017
1540,33,3379
1541,33,2569
1542,33,826
1543,33,699
1544,33,2122
1545,33,3519
1546,33,3906
1547,33,1221
1548,33,731
1549,33,2631
1550,33,3658
1551,33,1103
1552,33,1370
1553,33,1883
1554,33,2141
1555,33,2526
1556,33,294
1557,33,1518
1558,33,2159
1559,33,2800
1560,33,2034
1561,33,2038
1562,33,3833
1563,33,2940
1564,33,3710
1565,33,2431
1566,34,2690
1567,34,4101
1568,34,1286
1569,34,2700
1570,34,2178
1571,34,3728
1572,34,1042
1573,34,3347
1574,34,3350
1575,34,2201
1576,34,4020
1577,34,1308
1578,34,1181
1579,34,2463
1580,34,4000
1581,34,734
1582,34,3238
1583,34,1575
1584,34,42
1585,34,1580
1586,34,2989
1587,34,433
1588,34,2354
1589,34,1972
1590,34,3422
1591,34,310
1592,34,2484
1593,34,2238
1594,34,3521
1595,34,3908
1596,34,1349
1597,34,233
1598,34,3149
1599,34,1615
1600,34,3634
1601,34,213
1602,34,3671
1603,34,1368
1604,34,1743
1605,34,3294
1606,34,1635
1607,34,3044
1608,34,3941
1609,34,2537
1610,34,1063
1611,34,253
1612,34,752
1613,34,2931
1614,34,116
1615,34,3702
1616,34,2910
1617,34,2808
1618,34,4089
1619,34,3194
1620,34,1661
1621,35,2880
1622,35,3202
1623,35,1475
1624,35,1156
1625,35,2757
1626,35,3718
1627,35,2378
1628,35,3327
1629,35,3277
1630,35,1935
1631,35,1360
1632,35,1873
1633,35,2578
1634,35,2387
1635,35,2134
1636,35,1275
1637,35,4056
1638,35,345
1639,35,205
1640,35,285
1641,35,159
1642,35,160
1643,35,1531
1644,35,902
1645,35,2406
1646,35,743
1647,35,3688
1648,35,1331
1649,35,3114
1650,35,108
1651,35,2926
1652,35,1200
1653,35,296
1654,35,2547
1655,35,1204
1656,35,4045
1657,35,1207
1658,35,1811
1659,35,1273
1660,35,3515
1661,35,3146
1662,35,1922
1663,35,3711
1664,36,2752
1665,36,3489
1666,36,2850
1667,36,1189
1668,36,3009
1669,36,2536
1670,36,649
1671,36,1735
1672,36,1359
1673,36,2641
1674,36,1309
1675,36,2088
1676,36,852
1677,36,1114
1678,36,3549
1679,36,39
1680,36,1599
1681,37,3104
1682,37,3650
1683,37,2251
1684,37,3588
1685,37,155
1686,37,1985
1687,37,444
1688,37,2379
1689,37,1676
1690,37,4109
1691,37,3853
1692,37,3602
1693,37,1241
1694,37,4055
1695,37,856
1696,37,3801
1697,37,2458
1698,37,4059
1699,37,2142
1700,37,2207
1701,37,3296
1702,37,1187
1703,37,1380
1704,37,3877
1705,37,2535
1706,37,1897
1707,37,1130
1708,37,1351
1709,37,4013
1710,37,3695
1711,37,548
1712,37,2675
1713,37,692
1714,37,2229
1715,37,3447
1716,37,1784
1717,37,889
1718,37,895
1719,37,2556
1720,37,573
1721,37,638
1722,37,1909
1723,38,3201
1724,38,1952
1725,38,2949
1726,38,2311
1727,38,969
1728,38,1994
1729,38,2679
1730,38,2444
1731,38,3598
1732,38,2832
1733,38,1105
1734,38,2451
1735,38,1074
1736,38,2263
1737,38,2264
1738,38,860
1739,38,221
1740,38,3295
1741,38,2912
1742,38,2913
1743,38,482
1744,38,1059
1745,38,422
1746,38,1260
1747,38,1312
1748,38,2401
1749,38,2801
1750,38,1266
1751,38,659
1752,38,3700
1753,38,438
1754,38,3767
1755,38,592
1756,38,1466
1757,38,700
1758,38,1674
1759,39,2944
1760,39,3009
1761,39,3778
1762,39,3779
1763,39,724
1764,39,1114
1765,39,1735
1766,39,3656
1767,39,649
1768,39,1483
1769,39,256
1770,39,1359
1771,39,2641
1772,39,736
1773,39,3732
1774,39,2656
1775,39,3674
1776,39,1309
1777,39,3103
1778,39,2464
1779,39,3489
1780,39,2850
1781,39,1189
1782,39,1701
1783,39,2536
1784,39,3497
1785,39,1031
1786,39,647
1787,39,3565
1788,39,613
1789,39,1140
1790,39,261
1791,39,1975
1792,39,852
1793,39,1789
1794,39,2302
1795,39,1599
1796,40,3841
1797,40,3078
1798,40,1217
1799,40,3720
1800,40,2953
1801,40,2058
1802,40,3087
1803,40,1552
1804,40,786
1805,40,3092
1806,40,3438
1807,40,281
1808,40,1562
1809,40,667
1810,40,412
1811,40,543
1812,40,122
1813,40,2465
1814,40,3493
1815,40,2213
1816,40,1577
1817,40,326
1818,40,3502
1819,40,2352
1820,40,2056
1821,40,1907
1822,40,2228
1823,40,1417
1824,40,3257
1825,40,186
1826,40,3389
1827,40,446
1828,40,897
1829,40,3566
1830,40,834
1831,40,2371
1832,40,580
1833,40,3014
1834,40,1480
1835,40,3275
1836,40,3532
1837,40,3155
1838,40,1129
1839,40,854
1840,40,1977
1841,40,2521
1842,40,986
1843,40,2063
1844,40,1884
1845,40,3421
1846,40,3039
1847,40,1763
1848,40,1252
1849,40,2277
1850,40,1383
1851,40,744
1852,40,3689
1853,40,2410
1854,40,1899
1855,40,2798
1856,40,497
1857,40,626
1858,40,2259
1859,40,3444
1860,40,1142
1861,40,2089
1862,40,3577
1863,40,634
1864,40,2736
1865,40,2942
1866,41,128
1867,41,3076
1868,41,3909
1869,41,1505
1870,41,1736
1871,41,2889
1872,41,3978
1873,41,3404
1874,41,3917
1875,41,3662
1876,41,2512
1877,41,163
1878,41,3860
1879,41,1038
1880,41,1302
1881,41,1751
1882,41,228
1883,41,2203
1884,41,3676
1885,41,624
1886,41,1509
1887,41,4048
1888,41,347
1889,41,942
1890,41,4005
1891,41,230
1892,41,2863
1893,41,3484
1894,41,1642
1895,41,1451
1896,41,1712
1897,41,3375
1898,41,1968
1899,41,2481
1900,41,447
1901,41,118
1902,41,3895
1903,41,673
1904,41,2746
1905,41,1791
1906,41,829
1907,41,1919
1908,42,1410
1909,42,2949
1910,42,1415
1911,42,2700
1912,42,1042
1913,42,1045
1914,42,3350
1915,42,1433
1916,42,2201
1917,42,1307
1918,42,4000
1919,42,1059
1920,42,3238
1921,42,1063
1922,42,427
1923,42,2989
1924,42,1070
1925,42,4020
